egoid,apps_all,apps_dating,apps_nondating
10109,s10109,s10109,s10109
10110,s10110,s10110,s10110
10111,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
10112,a05,a05,s10112
10113,s10113,s10113,s10113
10114,s10114,s10114,s10114
10115,a05|a14|a17|a18|a32,a05|a14|a17|a18|a32,s10115
10116,s10116,s10116,s10116
10117,s10117,s10117,s10117
10118,a05,a05,s10118
10119,s10119,s10119,s10119
10120,a05,a05,s10120
10121,a05,a05,s10121
10122,a05|a07,a05,a07
10123,s10123,s10123,s10123
10124,a01,a01,s10124
10125,s10125,s10125,s10125
10126,a07,s10126,a07
10127,s10127,s10127,s10127
10128,s10128,s10128,s10128
10129,s10129,s10129,s10129
10130,a14|a51,a14,a51
10131,a05|a14,a05|a14,s10131
10132,a01|a03|a05|a19|a25,a01|a03|a05|a19,a25
10133,a05,a05,s10133
10134,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
10135,a05,a05,s10135
10136,a05,a05,s10136
10137,a01,a01,s10137
10138,s10138,s10138,s10138
10139,a01|a19,a01|a19,s10139
10140,a05|a07|a14|a17,a05|a14|a17,a07
10141,s10141,s10141,s10141
10142,a01|a05|a14,a01|a05|a14,s10142
10143,s10143,s10143,s10143
10144,a05|a07|a08|a10|a50,a05|a50,a07|a08|a10
10145,s10145,s10145,s10145
10146,a05,a05,s10146
10147,a01|a05|a19,a01|a05|a19,s10147
10148,a05,a05,s10148
10149,a01|a05,a01|a05,s10149
10150,a09|a11,a09|a11,s10150
10151,s10151,s10151,s10151
10152,s10152,s10152,s10152
10153,a01,a01,s10153
10154,a12,s10154,a12
10155,a05|a14,a05|a14,s10155
10156,a05|a07,a05,a07
10157,a05,a05,s10157
10158,a05,a05,s10158
10159,a01|a05|a07|a09|a17|a18|a19|a22|a23,a01|a05|a09|a17|a18|a19|a22|a23,a07
10160,s10160,s10160,s10160
10161,a05|a10|a14|a17,a05|a14|a17,a10
10162,a05,a05,s10162
10163,a01,a01,s10163
10164,a01,a01,s10164
10165,s10165,s10165,s10165
10166,a05,a05,s10166
10167,a05|a34,a05|a34,s10167
10168,s10168,s10168,s10168
10169,s10169,s10169,s10169
10170,a05,a05,s10170
10171,a05|a17|a19|a32,a05|a17|a19|a32,s10171
10172,a12,s10172,a12
10173,a02|a03|a05|a06,a02|a03|a05,a06
10174,a05|a14,a05|a14,s10174
10175,a05|a14,a05|a14,s10175
10176,s10176,s10176,s10176
10177,s10177,s10177,s10177
10178,s10178,s10178,s10178
10179,a12,s10179,a12
10180,s10180,s10180,s10180
10181,s10181,s10181,s10181
10182,a01|a05|a14|a16,a01|a05|a14|a16,s10182
10183,a05,a05,s10183
10184,a05|a14|a17,a05|a14|a17,s10184
10185,s10185,s10185,s10185
10186,s10186,s10186,s10186
10187,a05,a05,s10187
10188,a05|a10|a14|a17,a05|a14|a17,a10
10189,s10189,s10189,s10189
10190,a05,a05,s10190
10191,a43,a43,s10191
10192,s10192,s10192,s10192
10193,a05|a10|a14|a17,a05|a14|a17,a10
10194,a01|a03|a05|a19|a25,a01|a03|a05|a19,a25
10195,a01|a05,a01|a05,s10195
10196,a01|a05|a09|a10,a01|a05|a09,a10
10197,a05,a05,s10197
10198,s10198,s10198,s10198
10199,a05,a05,s10199
10200,a05,a05,s10200
10201,s10201,s10201,s10201
10202,s10202,s10202,s10202
10203,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
10204,a05,a05,s10204
10205,a05,a05,s10205
10206,a05|a07,a05,a07
10207,a05,a05,s10207
10208,a05|a14,a05|a14,s10208
10209,a05|a14,a05|a14,s10209
10210,a05|a16,a05|a16,s10210
10211,a06|a07|a08|a40,s10211,a06|a07|a08|a40
10212,a05|a14|a17|a18|a32,a05|a14|a17|a18|a32,s10212
10213,a05,a05,s10213
10214,s10214,s10214,s10214
10215,a12,s10215,a12
10216,s10216,s10216,s10216
10217,s10217,s10217,s10217
10218,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
10219,a14|a51,a14,a51
10220,a01|a05|a14,a01|a05|a14,s10220
10221,a01,a01,s10221
10222,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
10223,a01|a05|a06|a07|a08|a09|a40,a01|a05|a09,a06|a07|a08|a40
10224,s10224,s10224,s10224
10225,s10225,s10225,s10225
10226,a07,s10226,a07
10227,a14|a41,a14|a41,s10227
10228,s10228,s10228,s10228
10229,s10229,s10229,s10229
10230,a05,a05,s10230
10231,a12,s10231,a12
10232,s10232,s10232,s10232
10233,s10233,s10233,s10233
10234,a01,a01,s10234
10235,s10235,s10235,s10235
10236,s10236,s10236,s10236
10237,a05,a05,s10237
10238,a14,a14,s10238
10239,a09|a16|a34|a46,a09|a16|a34|a46,s10239
10240,a05,a05,s10240
10241,a01,a01,s10241
10242,s10242,s10242,s10242
10243,s10243,s10243,s10243
10244,a14|a51,a14,a51
10245,a05,a05,s10245
10246,s10246,s10246,s10246
10247,a05|a14|a17,a05|a14|a17,s10247
10248,s10248,s10248,s10248
10249,s10249,s10249,s10249
10250,a06|a07|a08|a40,s10250,a06|a07|a08|a40
10251,s10251,s10251,s10251
10252,a05|a34,a05|a34,s10252
10253,s10253,s10253,s10253
10254,a05,a05,s10254
10255,s10255,s10255,s10255
10256,a05,a05,s10256
10257,a05|a14,a05|a14,s10257
10258,a05,a05,s10258
10259,a05|a12|a14|a16|a34|a41,a05|a14|a16|a34|a41,a12
10260,a05,a05,s10260
10261,s10261,s10261,s10261
10262,s10262,s10262,s10262
10263,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a14|a17|a24|a26,a06|a07|a08|a10|a12|a25|a31
10264,a05,a05,s10264
10265,a05,a05,s10265
10266,a05|a14,a05|a14,s10266
10267,s10267,s10267,s10267
10268,s10268,s10268,s10268
10269,s10269,s10269,s10269
10270,s10270,s10270,s10270
10271,a01|a05,a01|a05,s10271
10272,a01,a01,s10272
10273,a01|a05|a14|a16,a01|a05|a14|a16,s10273
10274,s10274,s10274,s10274
10275,s10275,s10275,s10275
10276,a09|a16|a34|a46,a09|a16|a34|a46,s10276
10277,a05,a05,s10277
10278,a14|a51,a14,a51
10279,s10279,s10279,s10279
10280,a05|a10|a14|a17,a05|a14|a17,a10
10281,a01|a05,a01|a05,s10281
10282,a05|a07|a14|a17,a05|a14|a17,a07
10283,a05,a05,s10283
10284,a05,a05,s10284
10285,a05|a11|a24,a05|a11|a24,s10285
10286,s10286,s10286,s10286
10287,s10287,s10287,s10287
10288,a05|a14,a05|a14,s10288
10289,a05|a07|a08|a10|a14,a05|a14,a07|a08|a10
10290,s10290,s10290,s10290
10291,s10291,s10291,s10291
10292,a09|a16|a34|a46,a09|a16|a34|a46,s10292
10293,s10293,s10293,s10293
10294,a01|a05|a06|a07|a08|a09|a40,a01|a05|a09,a06|a07|a08|a40
10295,a05|a07,a05,a07
10296,a05|a14,a05|a14,s10296
10297,a03,a03,s10297
10298,a01|a19,a01|a19,s10298
10299,a43,a43,s10299
10300,a01,a01,s10300
10301,a05|a07,a05,a07
10302,a05,a05,s10302
10303,a01|a05|a07|a14|a16|a23,a01|a05|a14|a16|a23,a07
10304,a05,a05,s10304
10305,s10305,s10305,s10305
10306,s10306,s10306,s10306
10307,s10307,s10307,s10307
10308,s10308,s10308,s10308
10309,a05|a14|a16|a17|a21|a34|a41,a05|a14|a16|a17|a21|a34|a41,s10309
10310,s10310,s10310,s10310
10311,a09|a11,a09|a11,s10311
10312,s10312,s10312,s10312
10313,a06|a07|a08|a40,s10313,a06|a07|a08|a40
10314,s10314,s10314,s10314
10315,a05|a14|a17,a05|a14|a17,s10315
10316,s10316,s10316,s10316
10317,a05|a16,a05|a16,s10317
10318,a01|a07|a08,a01,a07|a08
10319,a14,a14,s10319
10320,a09|a11,a09|a11,s10320
10321,s10321,s10321,s10321
10322,a09|a16|a34|a46,a09|a16|a34|a46,s10322
10323,a01|a05,a01|a05,s10323
10324,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10324
10325,a05,a05,s10325
10326,s10326,s10326,s10326
10327,s10327,s10327,s10327
10328,a05,a05,s10328
10329,a05|a14|a17,a05|a14|a17,s10329
10330,a05|a14,a05|a14,s10330
10331,a05|a14|a17,a05|a14|a17,s10331
10332,a05,a05,s10332
10333,s10333,s10333,s10333
10334,a05|a14,a05|a14,s10334
10335,a05,a05,s10335
10336,a05|a14|a17,a05|a14|a17,s10336
10337,a01|a06|a08|a40,a01,a06|a08|a40
10338,a05,a05,s10338
10339,s10339,s10339,s10339
10340,a05|a14,a05|a14,s10340
10341,a05,a05,s10341
10342,a05|a14|a17|a18,a05|a14|a17|a18,s10342
10343,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10343
10344,a05,a05,s10344
10345,s10345,s10345,s10345
10346,a05|a14|a17|a18,a05|a14|a17|a18,s10346
10347,a05,a05,s10347
10348,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10348
10349,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10349
10350,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10350
10351,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10351
10352,a01|a06|a08|a40,a01,a06|a08|a40
10353,a05,a05,s10353
10354,a05,a05,s10354
10355,a05|a14,a05|a14,s10355
10356,s10356,s10356,s10356
10357,a05|a14|a17,a05|a14|a17,s10357
10358,a05|a14|a17,a05|a14|a17,s10358
10359,a05|a14,a05|a14,s10359
10360,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10360
10361,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10361
10362,a05|a14,a05|a14,s10362
10363,a05|a14|a17,a05|a14|a17,s10363
10364,a01|a06|a08|a40,a01,a06|a08|a40
10365,s10365,s10365,s10365
10366,a05|a14|a17,a05|a14|a17,s10366
10367,a01|a06|a08|a40,a01,a06|a08|a40
10368,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10368
10369,a05|a14,a05|a14,s10369
10370,a05|a14,a05|a14,s10370
10371,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10371
10372,a05,a05,s10372
10373,a05,a05,s10373
10374,a05|a14|a17,a05|a14|a17,s10374
10375,a01|a06|a08|a40,a01,a06|a08|a40
10376,a05|a14,a05|a14,s10376
10377,s10377,s10377,s10377
10378,a01|a06|a08|a40,a01,a06|a08|a40
10379,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10379
10380,a05|a14|a17|a18,a05|a14|a17|a18,s10380
10381,a05,a05,s10381
10382,a05,a05,s10382
10383,a05,a05,s10383
10384,a05,a05,s10384
10385,a05,a05,s10385
10386,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10386
10387,a05|a14|a17|a18,a05|a14|a17|a18,s10387
10388,a05|a14,a05|a14,s10388
10389,a05|a14|a17|a18,a05|a14|a17|a18,s10389
10390,a05|a14,a05|a14,s10390
10391,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10391
10392,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10392
10393,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10393
10394,a05,a05,s10394
10395,a05,a05,s10395
10396,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10396
10397,a05,a05,s10397
10398,a05,a05,s10398
10399,a05|a14|a17|a18,a05|a14|a17|a18,s10399
10400,a05|a14,a05|a14,s10400
10401,a05,a05,s10401
10402,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10402
10403,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10403
10404,a05,a05,s10404
10405,s10405,s10405,s10405
10406,a01|a06|a08|a40,a01,a06|a08|a40
10407,a05,a05,s10407
10408,a05,a05,s10408
10409,a05|a14|a17,a05|a14|a17,s10409
10410,s10410,s10410,s10410
10411,s10411,s10411,s10411
10412,a05|a14|a17|a18,a05|a14|a17|a18,s10412
10413,a05,a05,s10413
10414,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10414
10415,a05,a05,s10415
10416,a01|a06|a08|a40,a01,a06|a08|a40
10417,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10417
10418,s10418,s10418,s10418
10419,a05,a05,s10419
10420,a05|a14|a17,a05|a14|a17,s10420
10421,a05,a05,s10421
10422,a05,a05,s10422
10423,s10423,s10423,s10423
10424,s10424,s10424,s10424
10425,a05|a14|a17|a18,a05|a14|a17|a18,s10425
10426,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10426
10427,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10427
10428,a01|a06|a08|a40,a01,a06|a08|a40
10429,a05|a14|a17|a18,a05|a14|a17|a18,s10429
10430,a05|a14,a05|a14,s10430
10431,a05|a14|a17|a18,a05|a14|a17|a18,s10431
10432,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10432
10433,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10433
10434,a05,a05,s10434
10435,a01|a06|a08|a40,a01,a06|a08|a40
10436,a05,a05,s10436
10437,a05|a14|a17,a05|a14|a17,s10437
10438,a05|a14|a17,a05|a14|a17,s10438
10439,a05|a14|a17,a05|a14|a17,s10439
10440,a05|a14|a17,a05|a14|a17,s10440
10441,a05|a14|a17,a05|a14|a17,s10441
10442,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10442
10443,a05|a14|a17|a18,a05|a14|a17|a18,s10443
10444,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10444
10445,a05|a14|a17|a18,a05|a14|a17|a18,s10445
10446,a05,a05,s10446
10447,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10447
10448,a05|a14,a05|a14,s10448
10449,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10449
10450,a01|a06|a08|a40,a01,a06|a08|a40
10451,a05|a14|a17|a18,a05|a14|a17|a18,s10451
10452,a05,a05,s10452
10453,s10453,s10453,s10453
10454,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10454
10455,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10455
10456,a05|a14,a05|a14,s10456
10457,a05|a14,a05|a14,s10457
10458,a05,a05,s10458
10459,a01|a06|a08|a40,a01,a06|a08|a40
10460,a05,a05,s10460
10461,a01|a06|a08|a40,a01,a06|a08|a40
10462,a05|a14|a17|a18,a05|a14|a17|a18,s10462
10463,s10463,s10463,s10463
10464,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10464
10465,a05|a14,a05|a14,s10465
10466,a01|a06|a08|a40,a01,a06|a08|a40
10467,a05,a05,s10467
10468,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10468
10469,a05|a14|a17,a05|a14|a17,s10469
10470,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10470
10471,a05|a14|a17,a05|a14|a17,s10471
10472,a05,a05,s10472
10473,a05|a14|a17,a05|a14|a17,s10473
10474,a05|a14|a17|a18,a05|a14|a17|a18,s10474
10475,a05|a14|a17|a18,a05|a14|a17|a18,s10475
10476,a05,a05,s10476
10477,s10477,s10477,s10477
10478,a01|a06|a08|a40,a01,a06|a08|a40
10479,a05|a14|a17,a05|a14|a17,s10479
10480,a05|a14,a05|a14,s10480
10481,a05,a05,s10481
10482,a01|a06|a08|a40,a01,a06|a08|a40
10483,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10483
10484,a05|a14|a17,a05|a14|a17,s10484
10485,a01|a06|a08|a40,a01,a06|a08|a40
10486,a01|a06|a08|a40,a01,a06|a08|a40
10487,a05|a14|a17,a05|a14|a17,s10487
10488,s10488,s10488,s10488
10489,s10489,s10489,s10489
10490,a05|a14,a05|a14,s10490
10491,a05,a05,s10491
10492,a05|a14|a17|a18,a05|a14|a17|a18,s10492
10493,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10493
10494,a01|a06|a08|a40,a01,a06|a08|a40
10495,a05,a05,s10495
10496,a05|a14,a05|a14,s10496
10497,s10497,s10497,s10497
10498,a05|a14|a17|a18,a05|a14|a17|a18,s10498
10499,s10499,s10499,s10499
10500,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10500
10501,s10501,s10501,s10501
10502,a05|a14|a17|a18,a05|a14|a17|a18,s10502
10503,a05|a14,a05|a14,s10503
10504,a05|a14,a05|a14,s10504
10505,a05|a14|a17,a05|a14|a17,s10505
10506,a05,a05,s10506
10507,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10507
10508,a05|a14,a05|a14,s10508
10509,a05|a14|a17,a05|a14|a17,s10509
10510,s10510,s10510,s10510
10511,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10511
10512,a05|a14,a05|a14,s10512
10513,a01|a06|a08|a40,a01,a06|a08|a40
10514,a05|a14,a05|a14,s10514
10515,a05|a14,a05|a14,s10515
10516,a05|a14,a05|a14,s10516
10517,a05,a05,s10517
10518,s10518,s10518,s10518
10519,a05,a05,s10519
10520,a05,a05,s10520
10521,s10521,s10521,s10521
10522,s10522,s10522,s10522
10523,s10523,s10523,s10523
10524,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10524
10525,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10525
10526,s10526,s10526,s10526
10527,a01|a06|a08|a40,a01,a06|a08|a40
10528,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10528
10529,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10529
10530,a05|a14,a05|a14,s10530
10531,a05,a05,s10531
10532,s10532,s10532,s10532
10533,s10533,s10533,s10533
10534,a01|a06|a08|a40,a01,a06|a08|a40
10535,a05|a14|a17,a05|a14|a17,s10535
10536,a05|a14,a05|a14,s10536
10537,a05,a05,s10537
10538,s10538,s10538,s10538
10539,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10539
10540,a05|a14,a05|a14,s10540
10541,a05|a14|a17|a18,a05|a14|a17|a18,s10541
10542,s10542,s10542,s10542
10543,a05,a05,s10543
10544,a05|a14|a17|a18,a05|a14|a17|a18,s10544
10545,a01|a06|a08|a40,a01,a06|a08|a40
10546,a05,a05,s10546
10547,a05|a14|a17,a05|a14|a17,s10547
10548,a05|a14|a17|a18,a05|a14|a17|a18,s10548
10549,a05|a14|a17|a18,a05|a14|a17|a18,s10549
10550,a05|a14|a17|a18,a05|a14|a17|a18,s10550
10551,a05,a05,s10551
10552,s10552,s10552,s10552
10553,a01|a06|a08|a40,a01,a06|a08|a40
10554,a05|a14,a05|a14,s10554
10555,a05|a14|a17|a18,a05|a14|a17|a18,s10555
10556,a05|a14,a05|a14,s10556
10557,a01|a06|a08|a40,a01,a06|a08|a40
10558,a01|a06|a08|a40,a01,a06|a08|a40
10559,a01|a06|a08|a40,a01,a06|a08|a40
10560,a01|a06|a08|a40,a01,a06|a08|a40
10561,a05|a14|a17,a05|a14|a17,s10561
10562,s10562,s10562,s10562
10563,a01|a06|a08|a40,a01,a06|a08|a40
10564,a05|a14|a17,a05|a14|a17,s10564
10565,a05,a05,s10565
10566,s10566,s10566,s10566
10567,s10567,s10567,s10567
10568,s10568,s10568,s10568
10569,a05|a14|a17,a05|a14|a17,s10569
10570,a05|a14|a17,a05|a14|a17,s10570
10571,a05|a14|a17|a18,a05|a14|a17|a18,s10571
10572,a05|a14,a05|a14,s10572
10573,a05|a14|a17,a05|a14|a17,s10573
10574,a05|a14|a17,a05|a14|a17,s10574
10575,a05|a14|a17,a05|a14|a17,s10575
10576,a01|a06|a08|a40,a01,a06|a08|a40
10577,a05,a05,s10577
10578,a05,a05,s10578
10579,a05,a05,s10579
10580,a05,a05,s10580
10581,a05,a05,s10581
10582,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10582
10583,a05|a14|a17|a18,a05|a14|a17|a18,s10583
10584,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10584
10585,s10585,s10585,s10585
10586,s10586,s10586,s10586
10587,a05,a05,s10587
10588,a05|a14|a17,a05|a14|a17,s10588
10589,a05|a14,a05|a14,s10589
10590,s10590,s10590,s10590
10591,a05|a14|a17,a05|a14|a17,s10591
10592,a05,a05,s10592
10593,a05|a14,a05|a14,s10593
10594,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10594
10595,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10595
10596,a05|a14,a05|a14,s10596
10597,s10597,s10597,s10597
10598,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10598
10599,a05,a05,s10599
10600,a05|a14|a17,a05|a14|a17,s10600
10601,a05,a05,s10601
10602,s10602,s10602,s10602
10603,a05|a14,a05|a14,s10603
10604,s10604,s10604,s10604
10605,s10605,s10605,s10605
10606,a05,a05,s10606
10607,a01|a06|a08|a40,a01,a06|a08|a40
10608,a05|a14|a17|a18,a05|a14|a17|a18,s10608
10609,a05,a05,s10609
10610,a05,a05,s10610
10611,a05|a14|a17|a18,a05|a14|a17|a18,s10611
10612,a05,a05,s10612
10613,a05,a05,s10613
10614,a01|a06|a08|a40,a01,a06|a08|a40
10615,a01|a06|a08|a40,a01,a06|a08|a40
10616,a01|a06|a08|a40,a01,a06|a08|a40
10617,a05|a14|a17|a18,a05|a14|a17|a18,s10617
10618,a01|a06|a08|a40,a01,a06|a08|a40
10619,a01|a06|a08|a40,a01,a06|a08|a40
10620,a01|a06|a08|a40,a01,a06|a08|a40
10621,a05|a14|a17|a18,a05|a14|a17|a18,s10621
10622,a05,a05,s10622
10623,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10623
10624,a05|a14|a17,a05|a14|a17,s10624
10625,a05,a05,s10625
10626,a05,a05,s10626
10627,a05|a14|a17,a05|a14|a17,s10627
10628,a01|a06|a08|a40,a01,a06|a08|a40
10629,a05,a05,s10629
10630,a05|a14|a17,a05|a14|a17,s10630
10631,a05,a05,s10631
10632,a05,a05,s10632
10633,a01|a05|a14|a21|a50|a60,a01|a05|a14|a21|a50|a60,s10633
10634,a05,a05,s10634
10635,a05|a14|a17,a05|a14|a17,s10635
10636,a05|a14|a17|a18,a05|a14|a17|a18,s10636
10637,a05,a05,s10637
10638,s10638,s10638,s10638
10639,a05|a14,a05|a14,s10639
10640,a05|a14,a05|a14,s10640
10641,a05,a05,s10641
10642,s10642,s10642,s10642
10643,a05,a05,s10643
10644,s10644,s10644,s10644
10645,a03|a05|a14|a17,a03|a05|a14|a17,s10645
10646,a05|a14,a05|a14,s10646
10647,a03|a05|a14|a17,a03|a05|a14|a17,s10647
10648,s10648,s10648,s10648
10649,a05|a14,a05|a14,s10649
10650,a05,a05,s10650
10651,a01,a01,s10651
10652,a03|a05|a14|a17,a03|a05|a14|a17,s10652
10653,a03|a05|a14|a17,a03|a05|a14|a17,s10653
10654,a05,a05,s10654
10655,s10655,s10655,s10655
10656,s10656,s10656,s10656
10657,s10657,s10657,s10657
10658,a05|a14|a41,a05|a14|a41,s10658
10659,a03|a05|a14|a17,a03|a05|a14|a17,s10659
10660,a05,a05,s10660
10661,s10661,s10661,s10661
10662,a14,a14,s10662
10663,a07|a10,s10663,a07|a10
10664,a05,a05,s10664
10665,s10665,s10665,s10665
10666,s10666,s10666,s10666
10667,a05,a05,s10667
10668,a14,a14,s10668
10669,a07|a10,s10669,a07|a10
10670,a05|a14,a05|a14,s10670
10671,a07,s10671,a07
10672,a03|a05|a14|a17,a03|a05|a14|a17,s10672
10673,s10673,s10673,s10673
10674,a01,a01,s10674
10675,a05,a05,s10675
10676,a05|a14,a05|a14,s10676
10677,s10677,s10677,s10677
10678,a07|a10,s10678,a07|a10
10679,a07|a10,s10679,a07|a10
10680,a07|a10,s10680,a07|a10
10681,a05,a05,s10681
10682,a05,a05,s10682
10683,a05,a05,s10683
10684,a05,a05,s10684
10685,a01,a01,s10685
10686,a05|a14,a05|a14,s10686
10687,s10687,s10687,s10687
10688,a07,s10688,a07
10689,a07|a10,s10689,a07|a10
10690,a07|a11,a11,a07
10691,a05|a14,a05|a14,s10691
10692,a05|a14|a41,a05|a14|a41,s10692
10693,s10693,s10693,s10693
10694,a05|a14,a05|a14,s10694
10695,a14,a14,s10695
10696,a05|a14,a05|a14,s10696
10697,a01,a01,s10697
10698,s10698,s10698,s10698
10699,a05,a05,s10699
10700,a05|a14,a05|a14,s10700
10701,a07|a11,a11,a07
10702,s10702,s10702,s10702
10703,a05|a14|a41,a05|a14|a41,s10703
10704,a07|a10,s10704,a07|a10
10705,a14,a14,s10705
10706,a05,a05,s10706
10707,a05,a05,s10707
10708,a07|a11,a11,a07
10709,s10709,s10709,s10709
10710,a07|a10,s10710,a07|a10
10711,a05|a14|a41,a05|a14|a41,s10711
10712,a14,a14,s10712
10713,a05,a05,s10713
10714,a05,a05,s10714
10715,a07|a10,s10715,a07|a10
10716,a14,a14,s10716
10717,a05,a05,s10717
10718,a05|a14,a05|a14,s10718
10719,s10719,s10719,s10719
10720,a07,s10720,a07
10721,a01,a01,s10721
10722,a05|a14,a05|a14,s10722
10723,a03|a05|a14|a17,a03|a05|a14|a17,s10723
10724,a05|a14,a05|a14,s10724
10725,s10725,s10725,s10725
10726,a03|a05|a14|a17,a03|a05|a14|a17,s10726
10727,a14,a14,s10727
10728,s10728,s10728,s10728
10729,a05|a14,a05|a14,s10729
10730,a07,s10730,a07
10731,a07|a11,a11,a07
10732,a14,a14,s10732
10733,a05|a14,a05|a14,s10733
10734,s10734,s10734,s10734
10735,s10735,s10735,s10735
10736,a14,a14,s10736
10737,a05,a05,s10737
10738,a05|a14|a41,a05|a14|a41,s10738
10739,a14,a14,s10739
10740,s10740,s10740,s10740
10741,a05,a05,s10741
10742,a05|a14,a05|a14,s10742
10743,a05|a14|a41,a05|a14|a41,s10743
10744,s10744,s10744,s10744
10745,s10745,s10745,s10745
10746,a07|a10,s10746,a07|a10
10747,a05|a14,a05|a14,s10747
10748,a07|a11,a11,a07
10749,a05|a14,a05|a14,s10749
10750,a07,s10750,a07
10751,s10751,s10751,s10751
10752,a05,a05,s10752
10753,a03|a05|a14|a17,a03|a05|a14|a17,s10753
10754,s10754,s10754,s10754
10755,a07,s10755,a07
10756,a07|a11,a11,a07
10757,s10757,s10757,s10757
10758,s10758,s10758,s10758
10759,s10759,s10759,s10759
10760,a01,a01,s10760
10761,a01,a01,s10761
10762,a03|a05|a14|a17,a03|a05|a14|a17,s10762
10763,a07|a11,a11,a07
10764,s10764,s10764,s10764
10765,a03|a05|a14|a17,a03|a05|a14|a17,s10765
10766,a05,a05,s10766
10767,a05|a14,a05|a14,s10767
10768,a07|a10,s10768,a07|a10
10769,a07,s10769,a07
10770,a05|a14|a41,a05|a14|a41,s10770
10771,a05|a14,a05|a14,s10771
10772,s10772,s10772,s10772
10773,s10773,s10773,s10773
10774,s10774,s10774,s10774
10775,a01,a01,s10775
10776,s10776,s10776,s10776
10777,a05|a14,a05|a14,s10777
10778,a05,a05,s10778
10779,s10779,s10779,s10779
10780,s10780,s10780,s10780
10781,a05|a14,a05|a14,s10781
