egoid,venues_all,venues_dating,venues_nondating
9683,v0192|v0958|v0975|v0992|v0993,v0192|v0958|v0975|v0992|v0993,s09683
9684,v0974,v0974,s09684
9685,v0087|v0720|v0980|v0998,v0998,v0087|v0720|v0980
9686,v0039|v0087|v0479|v0813,v0479,v0039|v0087|v0813
9687,v0097|v1105,s09687,v0097|v1105
9688,v0251|v0571|v0572|v0992,v0992,v0251|v0571|v0572
9689,v0231,s09689,v0231
9690,v0068|v0481,s09690,v0068|v0481
9691,v0362|v0525|v0668|v0678|v0975,v0975,v0362|v0525|v0668|v0678
9692,s09692,s09692,s09692
9693,v0384|v0996,s09693,v0384|v0996
9694,v0481,s09694,v0481
9695,v0255,v0255,s09695
9696,s09696,s09696,s09696
9697,s09697,s09697,s09697
9698,v1223,v1223,s09698
9699,v0301,s09699,v0301
9700,v0975|v0992|v0994,v0975|v0992|v0994,s09700
9701,v0572|v0992|v1074,v0992,v0572|v1074
9702,v0262|v0327|v0974,v0974,v0262|v0327
9703,v0388|v0649,v0649,v0388
9704,v0300|v0859,v0300|v0859,s09704
9705,v0050|v0096|v0870|v0975,v0096|v0870|v0975,v0050
9706,v0096|v0480|v0572|v0656|v1204,v0096|v0480,v0572|v0656|v1204
9707,v0176|v0923,s09707,v0176|v0923
9708,v0063|v0954|v0998,v0063|v0954|v0998,s09708
9709,v0251,s09709,v0251
9710,v0620,s09710,v0620
9711,v0651,s09711,v0651
9712,s09712,s09712,s09712
9713,v0665|v0875|v0920|v0974|v1164,v0920|v0974,v0665|v0875|v1164
9714,v0321|v0975,v0975,v0321
9715,s09715,s09715,s09715
9716,v0069,s09716,v0069
9717,v0221|v0961,v0961,v0221
9718,s09718,s09718,s09718
9719,v0665|v0671|v1182,s09719,v0665|v0671|v1182
9720,v0384|v0996|v1189,s09720,v0384|v0996|v1189
9721,s09721,s09721,s09721
9722,v0364|v0666,v0364|v0666,s09722
9723,v1074|v1164,s09723,v1074|v1164
9724,v0571|v0572|v0729|v0992,v0992,v0571|v0572|v0729
9725,v0603,s09725,v0603
9726,v0525|v0668|v0678,s09726,v0525|v0668|v0678
9727,v0668|v0678|v0799,s09727,v0668|v0678|v0799
9728,v1110,s09728,v1110
9729,s09729,s09729,s09729
9730,s09730,s09730,s09730
9731,v0678,s09731,v0678
9732,v0128|v0231|v0831,s09732,v0128|v0231|v0831
9733,v0050,s09733,v0050
9734,v0312,s09734,v0312
9735,v0993,v0993,s09735
9736,v0958|v0992|v0994,v0958|v0992|v0994,s09736
9737,v0046|v0374,s09737,v0046|v0374
9738,v0388|v0389|v0401|v0550|v0635|v0639|v0881|v0979|v1007|v1141,v0550|v0979,v0388|v0389|v0401|v0635|v0639|v0881|v1007|v1141
9739,v0481,s09739,v0481
9740,s09740,s09740,s09740
9741,v0665,s09741,v0665
9742,v0096|v0489|v0507|v0560|v0575|v0993|v1113,v0096|v0489|v0575|v0993,v0507|v0560|v1113
9743,v0984|v1216,v0984,v1216
9744,s09744,s09744,s09744
9745,v0049|v0374|v0390,s09745,v0049|v0374|v0390
9746,v0928|v0980|v1110,s09746,v0928|v0980|v1110
9747,v0050|v0221|v0259|v0316,s09747,v0050|v0221|v0259|v0316
9748,v0993,v0993,s09748
9749,v0087|v0358,s09749,v0087|v0358
9750,v0016|v0109,s09750,v0016|v0109
9751,v0193,v0193,s09751
9752,v0096|v0656,v0096,v0656
9753,v0097|v0109|v0572|v0992,v0992,v0097|v0109|v0572
9754,v0804|v0974|v0994|v1005,v0974|v0994,v0804|v1005
9755,v0958|v0975|v0992|v0994,v0958|v0975|v0992|v0994,s09755
9756,v0992,v0992,s09756
9757,v0096,v0096,s09757
9758,v0176|v0391|v0434|v1201,v1201,v0176|v0391|v0434
9759,v0620|v0994,v0994,v0620
9760,v0221|v0665,s09760,v0221|v0665
9761,v0233|v0599|v0893,s09761,v0233|v0599|v0893
9762,v0128|v0358,s09762,v0128|v0358
9763,s09763,s09763,s09763
9764,v0109|v0389|v1196,s09764,v0109|v0389|v1196
9765,v0389|v0603|v0924,s09765,v0389|v0603|v0924
9766,s09766,s09766,s09766
9767,s09767,s09767,s09767
9768,v0109|v0221|v0599|v0667|v0974|v0992|v0993|v0994|v1110,v0974|v0992|v0993|v0994,v0109|v0221|v0599|v0667|v1110
9769,v0274|v0449|v0964|v0978,s09769,v0274|v0449|v0964|v0978
9770,v0050,s09770,v0050
9771,v0656|v1183,v1183,v0656
9772,v0473|v0665|v1128,s09772,v0473|v0665|v1128
9773,v0975|v0992,v0975|v0992,s09773
9774,s09774,s09774,s09774
9775,s09775,s09775,s09775
9776,v1164,s09776,v1164
9777,v0050,s09777,v0050
9778,v0954|v0961|v0979|v0998,v0954|v0961|v0979|v0998,s09778
9779,v0958|v0975|v0992,v0958|v0975|v0992,s09779
9780,v0388|v0572,s09780,v0388|v0572
9781,v0430|v0665,s09781,v0430|v0665
9782,v0050|v0665,s09782,v0050|v0665
9783,v1105|v1169,s09783,v1105|v1169
9784,v0645,s09784,v0645
9785,s09785,s09785,s09785
9786,v0097,s09786,v0097
9787,v0343|v0364|v0859|v0955,v0343|v0364|v0859|v0955,s09787
9788,v1122,s09788,v1122
9789,s09789,s09789,s09789
9790,v0231|v0993,v0993,v0231
9791,v0481|v0527|v0879,v0527,v0481|v0879
9792,s09792,s09792,s09792
9793,v0984|v1216,v0984,v1216
9794,v0958|v0975,v0958|v0975,s09794
9795,s09795,s09795,s09795
9796,v0176,s09796,v0176
9797,v0245|v0955|v0974|v0992|v1164,v0245|v0955|v0974|v0992,v1164
9798,v0069|v0235|v0915,s09798,v0069|v0235|v0915
9799,v0603|v0837,s09799,v0603|v0837
9800,v0992,v0992,s09800
9801,v0109|v0429,s09801,v0109|v0429
9802,v0481,s09802,v0481
9803,v1105|v1125,s09803,v1105|v1125
9804,v0191|v0992|v1000,v0191|v0992|v1000,s09804
9805,v0128|v0231|v1140,s09805,v0128|v0231|v1140
9806,s09806,s09806,s09806
9807,v0321|v0975|v0992,v0975|v0992,v0321
9808,v0507,s09808,v0507
9809,v0050|v0069,s09809,v0050|v0069
9810,v0430|v0431|v0665|v0671,s09810,v0430|v0431|v0665|v0671
9811,v0378,v0378,s09811
9812,v0274|v0572|v1204,s09812,v0274|v0572|v1204
9813,v0049|v0050|v0958|v0961|v1189,v0958|v0961,v0049|v0050|v1189
9814,v0958|v0993,v0958|v0993,s09814
9815,v0665|v0671|v0959,s09815,v0665|v0671|v0959
9816,v0087|v0358|v0521,s09816,v0087|v0358|v0521
9817,v0375|v1111|v1141,s09817,v0375|v1111|v1141
9818,v0481|v0793,s09818,v0481|v0793
9819,s09819,s09819,s09819
9820,v0221|v0222|v0388|v0389|v0545|v0635|v0881|v0982,s09820,v0221|v0222|v0388|v0389|v0545|v0635|v0881|v0982
9821,v0665,s09821,v0665
9822,v0301|v0346,s09822,v0301|v0346
9823,v0050|v0128,s09823,v0050|v0128
9824,v0665,s09824,v0665
9825,s09825,s09825,s09825
9826,v0975|v0992|v0994,v0975|v0992|v0994,s09826
9827,v0378,v0378,s09827
9828,v0772|v0859|v0870|v0891|v0974,v0772|v0859|v0870|v0974,v0891
9829,v0083|v0525|v0668|v0678,s09829,v0083|v0525|v0668|v0678
9830,v0665,s09830,v0665
9831,s09831,s09831,s09831
9832,s09832,s09832,s09832
9833,v0958|v0992|v0993,v0958|v0992|v0993,s09833
9834,s09834,s09834,s09834
9835,v0030,s09835,v0030
9836,v0451|v1114,s09836,v0451|v1114
9837,s09837,s09837,s09837
9838,v0817,s09838,v0817
9839,v0241|v0992,v0992,v0241
9840,v0958|v0961,v0958|v0961,s09840
9841,v0975,v0975,s09841
9842,v0647|v0875|v1097|v1113,s09842,v0647|v0875|v1097|v1113
9843,v0192|v0958|v0975|v0992|v0993|v0994,v0192|v0958|v0975|v0992|v0993|v0994,s09843
9844,v0955,v0955,s09844
9845,s09845,s09845,s09845
9846,v0430|v0665|v0671,s09846,v0430|v0665|v0671
9847,v0881,s09847,v0881
9848,v0992,v0992,s09848
9849,s09849,s09849,s09849
9850,s09850,s09850,s09850
9851,v0119|v0840|v0975,v0840|v0975,v0119
9852,v0958|v0975|v0994,v0958|v0975|v0994,s09852
9853,v0665,s09853,v0665
9854,s09854,s09854,s09854
9855,v0587|v1043,v0587,v1043
9856,v0039|v0050|v0087|v0102|v0479,v0479,v0039|v0050|v0087|v0102
9857,s09857,s09857,s09857
9858,v0567|v0890,v0890,v0567
9859,v0049,s09859,v0049
9860,s09860,s09860,s09860
9861,v0649|v0992|v1074,v0649|v0992,v1074
9862,v0891|v0993,v0993,v0891
9863,v0028|v0900,v0900,v0028
9864,v0599|v0603|v0923|v1228,s09864,v0599|v0603|v0923|v1228
9865,v0924|v0993,v0993,v0924
9866,v0050|v0665|v1110,s09866,v0050|v0665|v1110
9867,v0470,s09867,v0470
9868,v0301|v0346|v0998,v0998,v0301|v0346
9869,s09869,s09869,s09869
9870,v0954|v0993,v0954|v0993,s09870
9871,v0958|v0993,v0958|v0993,s09871
9872,v0109|v0464|v1071,s09872,v0109|v0464|v1071
9873,s09873,s09873,s09873
9874,s09874,s09874,s09874
9875,s09875,s09875,s09875
9876,v0346|v0763|v0974,v0763|v0974,v0346
9877,s09877,s09877,s09877
9878,s09878,s09878,s09878
9879,v0992,v0992,s09879
9880,v0145|v0176|v0974,v0974,v0145|v0176
9881,v0270|v0277|v0923,s09881,v0270|v0277|v0923
9882,s09882,s09882,s09882
9883,v0274|v0449|v0851|v0959,s09883,v0274|v0449|v0851|v0959
9884,v1113,s09884,v1113
9885,v1065,v1065,s09885
9886,v0923,s09886,v0923
9887,v0286|v0855,s09887,v0286|v0855
9888,v0665|v1110,s09888,v0665|v1110
9889,v0998,v0998,s09889
9890,v0087,s09890,v0087
9891,v0804,s09891,v0804
9892,v0097|v0572|v0665|v0974,v0974,v0097|v0572|v0665
9893,v0221|v0599|v0667|v0975|v0992|v0993|v0994|v1110,v0975|v0992|v0993|v0994,v0221|v0599|v0667|v1110
9894,v0259|v0481,s09894,v0259|v0481
9895,v0050,s09895,v0050
9896,v0312|v0793,s09896,v0312|v0793
9897,v0635,s09897,v0635
9898,v0301|v0346,s09898,v0301|v0346
9899,v0050|v0938|v0959,s09899,v0050|v0938|v0959
9900,v0984|v1216,v0984,v1216
9901,v0102|v0859|v0870,v0859|v0870,v0102
9902,s09902,s09902,s09902
9903,v0030,s09903,v0030
9904,v0839|v0993|v0998,v0839|v0993|v0998,s09904
9905,v0667|v0974|v0992|v0993|v0994|v1110,v0974|v0992|v0993|v0994,v0667|v1110
9906,v0665,s09906,v0665
9907,s09907,s09907,s09907
9908,v1000,v1000,s09908
9909,v0050,s09909,v0050
9910,v1189,s09910,v1189
9911,v0993,v0993,s09911
9912,v0109|v0999,s09912,v0109|v0999
9913,v0958|v0975,v0958|v0975,s09913
9914,v0984|v1216,v0984,v1216
9915,v0087|v0221|v0998,v0998,v0087|v0221
9916,v0245|v0384|v0955|v0992|v1164,v0245|v0955|v0992,v0384|v1164
9917,v0859|v0974|v0998,v0859|v0974|v0998,s09917
9918,v0050|v0375|v1179,s09918,v0050|v0375|v1179
9919,v1104,s09919,v1104
9920,v0992,v0992,s09920
9921,v0958|v0975,v0958|v0975,s09921
9922,v0959,s09922,v0959
9923,v0925,s09923,v0925
9924,v0050|v0391,s09924,v0050|v0391
9925,s09925,s09925,s09925
9926,v0375|v0799|v0851|v0958|v0975,v0958|v0975,v0375|v0799|v0851
9927,v0069|v0449|v1007,s09927,v0069|v0449|v1007
9928,v0958,v0958,s09928
9929,v0128|v0233,s09929,v0128|v0233
9930,v0087|v0233|v0994|v1104,v0994,v0087|v0233|v1104
9931,v0831,s09931,v0831
9932,v0375|v0804,s09932,v0375|v0804
9933,s09933,s09933,s09933
9934,v0312,s09934,v0312
9935,v0087|v0479|v0975|v1228,v0479|v0975,v0087|v1228
9936,v0097|v0109|v0925,s09936,v0097|v0109|v0925
9937,v0050|v0665,s09937,v0050|v0665
9938,s09938,s09938,s09938
9939,s09939,s09939,s09939
9940,v0507,s09940,v0507
9941,s09941,s09941,s09941
9942,v0636,s09942,v0636
9943,v0255,v0255,s09943
9944,v0651|v0915,s09944,v0651|v0915
9945,v0221|v0378,v0378,v0221
9946,v0616|v0651|v0653,v0653,v0616|v0651
9947,v0992,v0992,s09947
9948,v0231|v0728|v1116,s09948,v0231|v0728|v1116
9949,v0176|v0974|v0975,v0974|v0975,v0176
9950,s09950,s09950,s09950
9951,s09951,s09951,s09951
9952,v0599|v0667|v0974|v0975|v0993|v0994|v1110,v0974|v0975|v0993|v0994,v0599|v0667|v1110
9953,v0494|v0599|v0658,s09953,v0494|v0599|v0658
9954,v0993,v0993,s09954
9955,v0087|v0468|v0647|v0651|v1160,s09955,v0087|v0468|v0647|v0651|v1160
9956,s09956,s09956,s09956
9957,v0221|v0665|v0974,v0974,v0221|v0665
9958,v0084|v0153|v0220|v0259|v0504|v0541|v0647,v0220|v0504,v0084|v0153|v0259|v0541|v0647
9959,v0668|v0678|v0891,s09959,v0668|v0678|v0891
9960,v0050|v0388|v0389|v0429|v0467|v0545|v0550|v0635|v0881|v1110,v0550,v0050|v0388|v0389|v0429|v0467|v0545|v0635|v0881|v1110
9961,s09961,s09961,s09961
9962,v0735,s09962,v0735
9963,v0525|v0567|v0668|v0678,s09963,v0525|v0567|v0668|v0678
9964,v0251|v0994,v0994,v0251
9965,v0668|v0678|v0804,s09965,v0668|v0678|v0804
9966,v0087|v0221|v0998,v0998,v0087|v0221
9967,v0397,s09967,v0397
9968,v0366|v0975,v0366|v0975,s09968
9969,s09969,s09969,s09969
9970,v0050|v0109,s09970,v0050|v0109
9971,v0520|v0738|v0844|v0974|v0994,v0520|v0738|v0974|v0994,v0844
9972,v0647|v0710|v0955|v0958|v0993|v0994,v0955|v0958|v0993|v0994,v0647|v0710
9973,v0221|v0665,s09973,v0221|v0665
9974,v0960,s09974,v0960
9975,v0298|v0420|v0572,s09975,v0298|v0420|v0572
9976,v0050|v1140,s09976,v0050|v1140
9977,v0745|v0958|v0992,v0958|v0992,v0745
9978,v0958|v0975|v0994,v0958|v0975|v0994,s09978
9979,v0665|v0975|v1055,v0975,v0665|v1055
9980,s09980,s09980,s09980
9981,v0831|v0992,v0992,v0831
9982,s09982,s09982,s09982
9983,v0220|v0221|v0233|v0259|v0737|v0804|v0992,v0220|v0992,v0221|v0233|v0259|v0737|v0804
9984,v0998,v0998,s09984
9985,v0061|v0176|v0513|v0647|v1201,v1201,v0061|v0176|v0513|v0647
9986,v0035|v0039|v0087|v0822|v0974,v0822|v0974,v0035|v0039|v0087
9987,s09987,s09987,s09987
9988,v0831,s09988,v0831
9989,v0245|v0958|v0974|v0992|v0994|v1000,v0245|v0958|v0974|v0992|v0994|v1000,s09989
9990,v0645,s09990,v0645
9991,s09991,s09991,s09991
9992,v0587|v0977,v0587,v0977
9993,s09993,s09993,s09993
9994,v0245,v0245,s09994
9995,v0998,v0998,s09995
9996,v0665|v0975|v0992|v1045,v0975|v0992,v0665|v1045
9997,v0222|v0793,s09997,v0222|v0793
9998,v0321|v0323,s09998,v0321|v0323
9999,v0507|v1000,v1000,v0507
10000,s10000,s10000,s10000
10001,v0167,s10001,v0167
10002,s10002,s10002,s10002
10003,v0388|v0389|v0467|v0501|v0545|v0550|v0979,v0550|v0979,v0388|v0389|v0467|v0501|v0545
10004,v0087|v0221|v0599|v0731|v0975|v0992|v0993|v0994|v1110,v0975|v0992|v0993|v0994,v0087|v0221|v0599|v0731|v1110
10005,s10005,s10005,s10005
10006,v0165|v0390|v0663,v0663,v0165|v0390
10007,v0087|v0667|v0974|v0975|v0992|v0993|v0994|v1110,v0974|v0975|v0992|v0993|v0994,v0087|v0667|v1110
10008,v0221,s10008,v0221
10009,v0007|v0331|v0406|v0595,v0007,v0331|v0406|v0595
10010,v0984|v1216,v0984,v1216
10011,v0375|v0964,s10011,v0375|v0964
10012,v0389|v0432,s10012,v0389|v0432
10013,v0363|v0389|v0405|v0550|v0635|v0881|v0979,v0550|v0979,v0363|v0389|v0405|v0635|v0881
10014,v0159|v0954|v0993,v0159|v0954|v0993,s10014
10015,v0119|v0851|v0859|v0872,v0859|v0872,v0119|v0851
10016,s10016,s10016,s10016
10017,v0262|v0388,s10017,v0262|v0388
10018,v0958|v0993,v0958|v0993,s10018
10019,v0992,v0992,s10019
10020,v0384,s10020,v0384
10021,s10021,s10021,s10021
10022,v0542|v0668|v0678|v0975,v0975,v0542|v0668|v0678
10023,v0451|v0481,s10023,v0451|v0481
10024,v0826,s10024,v0826
10025,v0804|v0974|v0994,v0974|v0994,v0804
10026,v0665|v0955|v0974|v0992|v1122|v1164,v0955|v0974|v0992,v0665|v1122|v1164
10027,v0274|v0667|v0974|v0993|v0994|v1110,v0974|v0993|v0994,v0274|v0667|v1110
10028,v0087|v0128|v0653|v0992|v1148,v0653|v0992,v0087|v0128|v1148
10029,v0109|v0221|v0599|v0667|v0974|v0975|v0992|v0993|v0994|v1110,v0974|v0975|v0992|v0993|v0994,v0109|v0221|v0599|v0667|v1110
10030,v0993,v0993,s10030
10031,v0050|v0970,s10031,v0050|v0970
10032,v0049|v0891,s10032,v0049|v0891
10033,v0958|v0992,v0958|v0992,s10033
10034,v0975,v0975,s10034
10035,v0975,v0975,s10035
10036,v0481,s10036,v0481
10037,s10037,s10037,s10037
10038,v0119|v0152,s10038,v0119|v0152
10039,v0221|v0331|v0388,s10039,v0221|v0331|v0388
10040,s10040,s10040,s10040
10041,v0049|v0678,s10041,v0049|v0678
10042,s10042,s10042,s10042
10043,v0221|v0388|v0389|v0545|v0635|v0881,s10043,v0221|v0388|v0389|v0545|v0635|v0881
10044,v0102|v0974|v0993,v0974|v0993,v0102
10045,v0954|v0992,v0954|v0992,s10045
10046,v0050|v0128|v0259|v0440|v0481,s10046,v0050|v0128|v0259|v0440|v0481
10047,v0539|v0647,v0539,v0647
10048,v0049|v0710|v0955|v0992|v0994,v0955|v0992|v0994,v0049|v0710
10049,s10049,s10049,s10049
10050,v0480|v0571|v0572|v1164|v1204,v0480,v0571|v0572|v1164|v1204
10051,v0635,s10051,v0635
10052,v0050|v0389|v0591|v0992,v0992,v0050|v0389|v0591
10053,v0030|v0970,s10053,v0030|v0970
10054,s10054,s10054,s10054
10055,v0550|v1223,v0550|v1223,s10055
10056,v0890|v0958,v0890|v0958,s10056
10057,v0096|v0656,v0096,v0656
10058,v0647|v0915,s10058,v0647|v0915
10059,v0068|v0481,s10059,v0068|v0481
10060,v0125|v0388|v0389|v0405|v0422|v0429|v0545|v0687|v0804|v0881|v0886|v0979,v0979,v0125|v0388|v0389|v0405|v0422|v0429|v0545|v0687|v0804|v0881|v0886
10061,v0221|v0891|v0955|v0961|v0992|v0993|v0994,v0955|v0961|v0992|v0993|v0994,v0221|v0891
10062,v0961,v0961,s10062
10063,v0050,s10063,v0050
10064,v0050|v0731,s10064,v0050|v0731
10065,v0050|v0109,s10065,v0050|v0109
10066,s10066,s10066,s10066
10067,v0389|v0917|v1196,v0917,v0389|v1196
10068,v0087|v0395,s10068,v0087|v0395
10069,v0384|v0566|v0647,s10069,v0384|v0566|v0647
10070,s10070,s10070,s10070
10071,v0185,s10071,v0185
10072,v0805|v0917,v0917,v0805
10073,v0039|v0321,s10073,v0039|v0321
10074,v0434,s10074,v0434
10075,v0142,s10075,v0142
10076,v0145|v0176,s10076,v0145|v0176
10077,v0384|v0507|v0996,s10077,v0384|v0507|v0996
10078,v0312,s10078,v0312
10079,v0389|v0998,v0998,v0389
10080,v0312|v0793,s10080,v0312|v0793
10081,v0312|v0793,s10081,v0312|v0793
10082,v0087|v0624,s10082,v0087|v0624
10083,v0165|v0221|v1164,s10083,v0165|v0221|v1164
10084,s10084,s10084,s10084
10085,s10085,s10085,s10085
10086,v0109|v0221,s10086,v0109|v0221
10087,v1199,s10087,v1199
10088,v0097|v0572|v0992|v0998,v0992|v0998,v0097|v0572
10089,s10089,s10089,s10089
10090,v0128|v0891,s10090,v0128|v0891
10091,v0665,s10091,v0665
10092,v0430,s10092,v0430
10093,v0970,s10093,v0970
10094,s10094,s10094,s10094
10095,s10095,s10095,s10095
10096,v0429|v0793|v0993,v0993,v0429|v0793
10097,v0525|v0764,v0764,v0525
10098,v0958|v0992|v0993,v0958|v0992|v0993,s10098
10099,v0030|v1074,s10099,v0030|v1074
10100,v0661|v0925,s10100,v0661|v0925
10101,v0993,v0993,s10101
10102,v0096|v0993|v1113,v0096|v0993,v1113
10103,v1000,v1000,s10103
10104,v0993,v0993,s10104
10105,v0312|v0793,s10105,v0312|v0793
10106,v0923,s10106,v0923
10107,v0375|v0673|v0691,s10107,v0375|v0673|v0691
10108,v0786,s10108,v0786
10109,s10109,s10109,s10109
10110,s10110,s10110,s10110
10111,v0395,s10111,v0395
10112,s10112,s10112,s10112
10113,v0050|v0134,s10113,v0050|v0134
10114,v0397|v0720|v1110,s10114,v0397|v0720|v1110
10115,v0389|v0887,v0887,v0389
10116,s10116,s10116,s10116
10117,v0378|v0599,v0378,v0599
10118,v0665,s10118,v0665
10119,v0481,s10119,v0481
10120,v0097|v0468,s10120,v0097|v0468
10121,v0363|v0366,v0366,v0363
10122,v0128,s10122,v0128
10123,v0481,s10123,v0481
10124,s10124,s10124,s10124
10125,v0993|v1013,v0993|v1013,s10125
10126,v0301|v0346,s10126,v0301|v0346
10127,v0701|v1041,v1041,v0701
10128,v0027|v0050|v0102|v0128|v0221|v0274|v0355|v0897|v0958|v0992|v1189,v0958|v0992,v0027|v0050|v0102|v0128|v0221|v0274|v0355|v0897|v1189
10129,v0507,s10129,v0507
10130,v0087|v0481,s10130,v0087|v0481
10131,v0251|v0958,v0958,v0251
10132,v0357|v0508,v0357,v0508
10133,v0176|v0793,s10133,v0176|v0793
10134,v0087|v0893|v0993,v0993,v0087|v0893
10135,s10135,s10135,s10135
10136,s10136,s10136,s10136
10137,v0096|v0384,v0096,v0384
10138,v0665|v0671|v1189,s10138,v0665|v0671|v1189
10139,v0984|v1127|v1216,v0984,v1127|v1216
10140,v0384|v0518,s10140,v0384|v0518
10141,v0383|v0568,s10141,v0383|v0568
10142,s10142,s10142,s10142
10143,v0464|v1110,s10143,v0464|v1110
10144,v0958,v0958,s10144
10145,s10145,s10145,s10145
10146,v0312|v0793,s10146,v0312|v0793
10147,v0312|v0980|v0999,s10147,v0312|v0980|v0999
10148,s10148,s10148,s10148
10149,v0245|v0688|v0955|v0975|v0992|v0993|v0994|v1000,v0245|v0688|v0955|v0975|v0992|v0993|v0994|v1000,s10149
10150,v0710|v0955|v0961|v0992|v1189,v0955|v0961|v0992,v0710|v1189
10151,v0346|v0998|v1013,v0998|v1013,v0346
10152,v0479|v0822,v0479|v0822,s10152
10153,s10153,s10153,s10153
10154,v0042|v0176,v0042,v0176
10155,v0430|v0665,s10155,v0430|v0665
10156,v0128|v0233,s10156,v0128|v0233
10157,v0384|v0647|v1169,s10157,v0384|v0647|v1169
10158,s10158,s10158,s10158
10159,v0172|v0992,v0992,v0172
10160,v0469|v0668|v0678,s10160,v0469|v0668|v0678
10161,s10161,s10161,s10161
10162,v0049|v0165|v0374,s10162,v0049|v0165|v0374
10163,s10163,s10163,s10163
10164,v0050,s10164,v0050
10165,v0810|v1196,v0810,v1196
10166,s10166,s10166,s10166
10167,v0176|v0221|v0539|v0647|v0665|v0992,v0539|v0992,v0176|v0221|v0647|v0665
10168,v0270,s10168,v0270
10169,v0525|v0668|v0678|v0975,v0975,v0525|v0668|v0678
10170,v0366,v0366,s10170
10171,v0738|v0974|v0975,v0738|v0974|v0975,s10171
10172,v0176|v0603|v0679,s10172,v0176|v0603|v0679
10173,v0954|v0998,v0954|v0998,s10173
10174,v0251,s10174,v0251
10175,v0430,s10175,v0430
10176,v0109|v0975|v1110,v0975,v0109|v1110
10177,v0656,s10177,v0656
10178,v0656,s10178,v0656
10179,v0387|v0647|v0661,s10179,v0387|v0647|v0661
10180,v0975|v0992|v0993|v0994,v0975|v0992|v0993|v0994,s10180
10181,v0481|v0879,s10181,v0481|v0879
10182,s10182,s10182,s10182
10183,s10183,s10183,s10183
10184,v0245|v0665|v0719|v0977|v1164,v0245,v0665|v0719|v0977|v1164
10185,v0231|v0405,s10185,v0231|v0405
10186,v0507|v1000,v1000,v0507
10187,v0245,v0245,s10187
10188,v0550|v0994,v0550|v0994,s10188
10189,v0050|v0389|v0999,s10189,v0050|v0389|v0999
10190,s10190,s10190,s10190
10191,s10191,s10191,s10191
10192,v0087|v0479|v0822|v0982,v0479|v0822,v0087|v0982
10193,v0550|v0958,v0550|v0958,s10193
10194,s10194,s10194,s10194
10195,v0384|v1189,s10195,v0384|v1189
10196,v0958|v0974|v0992|v0994,v0958|v0974|v0992|v0994,s10196
10197,s10197,s10197,s10197
10198,v0656,s10198,v0656
10199,v0998,v0998,s10199
10200,v0804,s10200,v0804
10201,s10201,s10201,s10201
10202,v0232,s10202,v0232
10203,v0958|v0975|v0992|v0994,v0958|v0975|v0992|v0994,s10203
10204,v0684|v0891,v0684,v0891
10205,v0992,v0992,s10205
10206,v0389|v0405|v0545|v0786|v0881|v0979|v0999,v0979,v0389|v0405|v0545|v0786|v0881|v0999
10207,v0286,s10207,v0286
10208,v0050|v0431|v0793|v0992|v0994,v0992|v0994,v0050|v0431|v0793
10209,s10209,s10209,s10209
10210,v0221|v0259|v0316|v0665|v0731|v0804|v0958,v0958,v0221|v0259|v0316|v0665|v0731|v0804
10211,v0955,v0955,s10211
10212,v0887,v0887,s10212
10213,s10213,s10213,s10213
10214,v0050,s10214,v0050
10215,v0431|v0960|v0999,s10215,v0431|v0960|v0999
10216,v0665|v0671|v1182,s10216,v0665|v0671|v1182
10217,v0441|v0668|v0678,s10217,v0441|v0668|v0678
10218,v0992,v0992,s10218
10219,v0451|v0481,s10219,v0451|v0481
10220,s10220,s10220,s10220
10221,v0354,s10221,v0354
10222,v0221|v0599|v0667|v0975|v0993|v0994|v1110,v0975|v0993|v0994,v0221|v0599|v0667|v1110
10223,v0049|v0993|v1093,v0993,v0049|v1093
10224,v0087|v0653|v0978|v0992,v0653|v0992,v0087|v0978
10225,v0390|v1164,s10225,v0390|v1164
10226,s10226,s10226,s10226
10227,v0119|v0787|v0840,v0787|v0840,v0119
10228,v0050|v0111|v0115|v0838,v0115,v0050|v0111|v0838
10229,s10229,s10229,s10229
10230,v0838,s10230,v0838
10231,v0599|v0960,s10231,v0599|v0960
10232,v0647,s10232,v0647
10233,v0134|v0810,v0810,v0134
10234,v0975|v0992,v0975|v0992,s10234
10235,v0068|v0481|v0489|v1046,v0489,v0068|v0481|v1046
10236,v0167,s10236,v0167
10237,v0993,v0993,s10237
10238,v0030,s10238,v0030
10239,s10239,s10239,s10239
10240,s10240,s10240,s10240
10241,v0993|v1113,v0993,v1113
10242,v0665|v0671|v1189,s10242,v0665|v0671|v1189
10243,v0507|v1000,v1000,v0507
10244,v0481|v1189,s10244,v0481|v1189
10245,v0665,s10245,v0665
10246,v0007|v0165|v1074,v0007,v0165|v1074
10247,v0245|v0665|v0920|v0992|v1164,v0245|v0920|v0992,v0665|v1164
10248,v1141,s10248,v1141
10249,v0165|v0390|v0720|v0979|v1082,v0979,v0165|v0390|v0720|v1082
10250,v0764|v0955|v0992,v0764|v0955|v0992,s10250
10251,v0312,s10251,v0312
10252,v0176|v0221|v0391,s10252,v0176|v0221|v0391
10253,v0389|v0599|v0731|v0831|v0974|v0998,v0974|v0998,v0389|v0599|v0731|v0831
10254,v0096|v0870|v0975,v0096|v0870|v0975,s10254
10255,s10255,s10255,s10255
10256,v0665|v0961,v0961,v0665
10257,v0050,s10257,v0050
10258,v0109|v0374|v0666|v0692,v0666,v0109|v0374|v0692
10259,v1189,s10259,v1189
