,numeric_id,egoid,race_ethnicity,agerange,demographic_bucket,demo_desc,age,empirical_egos_list,assigned_empego_for_venues,assigned_empego,venue_list,init_ser_cat,init_cas_cat,init_pers_cat,any_serious,assigned_empego_rel,appslist_rel,assigned_empego_norel,appslist_norel,appslist
322,9040,s09040,hispanic,21to29,6,H/21+,24.04383561643836,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e054,e054,v0037|v0099|v0145|v0212|v0274|v0298|v0480|v0507|v0569|v0571|v0572|v0645|v0992|v1127|v1204,0,2+,2,0,e054,a05|a14|a16|a17|a21|a34|a41,e451,s09040,s09040
66,9046,s09046,hispanic,21to29,6,H/21+,28.8,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e058,e058,v0039|v0087|v0290|v0476|v0479|v0813|v0822,1+,0,1,1,e419,a07,e058,s09046,a07
249,9051,s09051,hispanic,21to29,6,H/21+,26.10958904109589,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e108,e108,v0050|v0189|v0294|v0383|v0634|v0793|v0992|v1225,0,1,1,0,e108,a05|a14,e071,s09051,s09051
394,9072,s09072,hispanic,21to29,6,H/21+,25.315068493150687,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e291,e291,v0145|v0176|v0500|v0974|v0998,1+,0,1,1,e528,a06|a07|a08|a40,e291,s09072,a06|a07|a08|a40
190,9094,s09094,hispanic,21to29,6,H/21+,25.980821917808218,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e625,e625,v0992|v0998,0,0,0,0,e625,a05,e187,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31,a01|a03|a05|a06|a07|a08|a10|a12|a14|a17|a24|a25|a26|a31
388,9097,s09097,hispanic,21to29,6,H/21+,29.66301369863013,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e117,e117,v0049|v0221|v0710|v0867|v0955|v0958|v0961|v0992|v0993|v0994|v1000|v1189,0,0,0,1,e120,a09|a16|a34|a46,e117,a09|a11,a09|a16|a34|a46
422,9101,s09101,hispanic,21to29,6,H/21+,23.506849315068493,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e489,e489,v0430|v0431|v0576|v0665|v0671|v0959|v1182|v1189,0,0,0,1,e419,a07,e489,s09101,a07
27,9127,s09127,hispanic,21to29,6,H/21+,29.0986301369863,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e593,e593,v0923|v0960,0,0,0,1,e194,a01,e593,a05,a01
406,9148,s09148,hispanic,21to29,6,H/21+,23.75068493150685,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e374,e374,v0232|v0992,0,0,0,0,e374,s09148,e145,s09148,s09148
342,9169,s09169,hispanic,21to29,6,H/21+,23.76438356164384,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e528,e528,v0525|v0536|v0764|v0955|v0992,0,0,0,0,e528,a06|a07|a08|a40,e316,s09169,s09169
444,9208,s09208,hispanic,21to29,6,H/21+,22.8,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e145,e145,v0068|v0481|v0527|v0879|v0918|v0927|v0974|v0975|v0992|v1046,1+,0,1,1,e288,a05,e145,s09208,a05
270,9233,s09233,hispanic,21to29,6,H/21+,27.2054794520548,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e324,e324,v0203|v0675|v0684|v0793|v0890|v0993|v1023,1+,0,1,1,e466,a01|a07|a08,e324,a05,a01|a07|a08
348,9241,s09241,hispanic,21to29,6,H/21+,22.63561643835617,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e168,e168,v0087|v0959,0,1,1,0,e168,s09241,e425,a05,a05
69,9242,s09242,hispanic,21to29,6,H/21+,25.586301369863016,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e145,e145,v0068|v0481|v0527|v0879|v0918|v0927|v0974|v0975|v0992|v1046,1+,0,1,1,e390,a14,e145,s09242,a14
465,9294,s09294,hispanic,21to29,6,H/21+,21.84931506849315,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e183,e183,v0087|v0171|v0653|v0992|v1148,1+,0,1,1,e144,a05,e183,s09294,a05
358,9312,s09312,hispanic,21to29,6,H/21+,23.17808219178082,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e625,e625,v0992|v0998,0,0,0,0,e625,a05,e058,s09312,s09312
30,9355,s09355,hispanic,21to29,6,H/21+,28.646575342465752,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e048,e048,v0030|v0186|v0970,0,0,0,1,e424,s09355,e048,a14,s09355
71,9373,s09373,hispanic,21to29,6,H/21+,23.753424657534246,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e365,e365,v0222|v0321|v0952|v0968|v0973,1+,1,2,1,e108,a05|a14,e365,a01|a05|a14,a05|a14
187,9377,s09377,hispanic,21to29,6,H/21+,22.695890410958903,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e428,e428,v0313|v0958|v0992|v1013,0,0,0,0,e428,a05,e300,a01|a05|a07|a09|a17|a18|a19|a22|a23,a01|a05|a07|a09|a17|a18|a19|a22|a23
271,9378,s09378,hispanic,21to29,6,H/21+,24.02191780821918,"['e010', 'e019', 'e036', 'e038', 'e042', 'e045', 'e048', 'e054', 'e056', 'e058', 'e060', 'e062', 'e071', 'e076', 'e091', 'e101', 'e106', 'e108', 'e117', 'e120', 'e126', 'e138', 'e144', 'e145', 'e162', 'e168', 'e172', 'e174', 'e177', 'e183', 'e185', 'e186', 'e187', 'e189', 'e194', 'e201', 'e210', 'e217', 'e218', 'e243', 'e251', 'e256', 'e258', 'e264', 'e273', 'e276', 'e282', 'e288', 'e291', 'e292', 'e299', 'e300', 'e308', 'e310', 'e316', 'e317', 'e318', 'e324', 'e327', 'e345', 'e352', 'e365', 'e368', 'e369', 'e374', 'e379', 'e382', 'e383', 'e387', 'e390', 'e409', 'e414', 'e416', 'e419', 'e424', 'e425', 'e428', 'e432', 'e433', 'e451', 'e453', 'e454', 'e461', 'e466', 'e473', 'e475', 'e489', 'e508', 'e516', 'e528', 'e529', 'e531', 'e537', 'e539', 'e544', 'e559', 'e564', 'e568', 'e574', 'e577', 'e578', 'e582', 'e588', 'e593', 'e601', 'e602', 'e605', 'e613', 'e618', 'e624', 'e625', 'e627', 'e629', 'e630', 'e634']",e605,e605,v0958|v0975|v0992|v0994,1+,0,1,1,e138,a02|a03|a05|a06,e605,a05|a07|a08|a10|a14,a02|a03|a05|a06
